12.508438,41.679092,0.494689,326.7,270000
12.508438,41.679092,0.599314,326.3,330000
12.508438,41.679092,0.753294,326.3,200000
12.508438,41.679092,0.785432,326.5,170000
12.508438,41.679092,0.572107,326.3,290000
12.508438,41.679092,0.897241,325.5,340000
12.508438,41.679092,1.036006,326,200000
12.508438,41.679092,0.995591,326.8,160000
12.50843,41.679092,0.976343,326.7,270000
12.50843,41.679092,0.990197,326.3,350000
12.50843,41.679092,0.972805,325.9,200000
12.50843,41.679092,0.981239,325.1,200000
12.50843,41.679093,0.969737,325,270000
12.50843,41.679093,0.972546,325,330000
12.50843,41.679093,0.961426,325.5,200000
12.50843,41.679093,0.970348,326,200000
12.50843,41.679093,0.983957,326,270000
12.508427,41.679095,0.967927,326.7,330000
12.508417,41.679103,0.976128,329.5,1320000
12.508417,41.679105,0.994992,329.4,80000
12.508417,41.679107,0.978882,329.4,260000
12.508413,41.679112,0.986919,330.1,340000
12.508412,41.679113,0.980921,330.9,200000
12.508408,41.679118,0.987966,333.4,650000
12.508408,41.67912,0.967857,334.1,150000
12.508407,41.679123,0.972423,334.4,200000
12.508403,41.679123,0.989655,335,200000
12.508402,41.679127,0.972214,334.8,260000
12.508397,41.67913,0.975149,335.3,340000
12.508395,41.679132,0.977829,335.6,200000
12.508388,41.679133,0.990239,335.7,200000
12.508383,41.679135,0.981638,335.7,270000
12.50838,41.67914,0.957258,335.6,330000
12.508377,41.679143,0.995591,335.5,200000
12.508378,41.679145,0.981332,335.6,200000
12.508377,41.679148,0.981907,335.7,270000
12.508375,41.679153,0.972343,335.4,330000
12.508375,41.679157,0.988163,335.2,200000
12.508372,41.679157,0.959784,334.9,200000
12.508368,41.679158,0.988692,334.4,260000
12.508365,41.679163,0.994885,334.1,340000
12.508362,41.679165,0.991075,333.8,200000
12.508358,41.679168,0.999549,333.7,200000
12.508357,41.67917,0.950987,333.4,260000
12.508352,41.679175,0.98346,333.1,340000
12.50835,41.679177,0.9338,332.8,200000
12.508352,41.67918,0.984295,332.7,200000
12.508352,41.679182,0.991683,332.6,270000
12.50835,41.679187,0.983762,332.1,340000
12.50835,41.679188,0.977692,331.9,200000
12.50835,41.679192,0.972778,331.7,200000
12.50835,41.679193,0.983141,331.8,260000
12.508348,41.679198,0.980089,331.2,330000
12.508348,41.679202,0.977374,330.8,200000
12.508348,41.679203,0.988508,330.9,200000
12.50835,41.679208,0.979918,330.7,270000
12.508352,41.679213,0.97414,330.6,330000
12.508352,41.679217,0.989077,330.7,200000
12.508352,41.67922,0.982502,330.3,200000
12.508352,41.679222,0.974812,330.2,270000
12.508353,41.679227,0.983021,329.9,330000
12.508353,41.679228,0.979667,329.8,200000
12.50835,41.67923,0.980111,329.5,200000
12.50835,41.679232,0.979742,329.4,260000
12.508352,41.679238,0.965515,329.3,330000
12.508352,41.67924,0.96902,329.4,200000
12.508352,41.679245,0.968514,329.3,200000
12.50835,41.679245,0.986332,329.3,270000
12.508347,41.679247,0.980977,329.4,340000
12.508343,41.679247,0.975182,329.5,200000
12.50834,41.679247,0.988516,329.9,330000
12.508338,41.67925,0.975942,329.9,430000
12.50834,41.679253,0.985858,330,340000
12.508338,41.679255,0.974547,330.4,230000
12.508338,41.679262,0.991963,330.8,430000
12.508337,41.679265,0.973694,331,330000
12.508335,41.679267,0.974986,331.3,240000
12.508332,41.679268,0.967508,331.3,200000
12.508328,41.67927,0.967136,331.3,200000
12.508325,41.67927,0.974868,331.4,160000
12.508312,41.679268,0.984275,331.4,370000
12.508303,41.679268,0.976489,331.6,270000
12.508298,41.679268,0.967747,331.6,200000
12.508293,41.679268,0.964609,331.8,160000
12.50829,41.67927,0.976072,331.7,370000
12.508287,41.67927,0.987655,331.7,170000
12.508283,41.679272,0.978229,331.7,430000
12.508282,41.679273,0.973781,332.2,330000
12.50828,41.679275,0.977946,332.7,370000
12.508275,41.679275,0.986638,333,330000
12.508273,41.679277,0.987049,333.3,440000
12.508273,41.67928,0.981145,333.5,360000
12.508273,41.679283,0.964412,334,340000
12.508272,41.679285,0.967304,334,200000
12.508272,41.679285,0.955277,334.3,260000
12.508272,41.679288,0.988528,335.1,340000
12.50827,41.67929,0.975756,335.4,200000
12.50827,41.679292,0.979353,336.2,190000
12.50827,41.679293,0.974345,336.5,270000
12.508268,41.679297,1.003528,336.8,330000
12.50827,41.6793,0.965723,337.1,200000
12.50827,41.679303,0.981461,337.5,170000
12.508272,41.679307,0.965253,337.9,300000
12.508273,41.67931,0.978508,338.7,330000
12.508273,41.67931,0.966087,339.3,200000
12.508272,41.679312,0.985817,340,170000
12.508272,41.679313,0.956797,340,300000
12.508272,41.679317,0.955871,338.5,330000
12.508272,41.679318,0.950184,338.3,200000
12.50827,41.679318,0.993659,336.4,170000
12.508268,41.679318,0.98738,335.6,260000
12.508265,41.67932,0.991846,335,370000
12.508262,41.67932,0.968579,334.9,200000
12.508262,41.679322,0.981261,335.3,170000
12.50826,41.679323,0.984908,335.5,260000
12.508253,41.679323,0.970289,335.8,370000
12.508252,41.679325,1.000763,335.9,160000
12.508248,41.679323,0.979052,336.2,200000
12.508243,41.679323,0.991341,336.2,270000
12.508237,41.679327,0.993264,336.5,370000
12.508235,41.679328,0.955216,336.5,160000
12.508235,41.679333,0.970131,336.5,370000
12.508237,41.67934,0.986149,336.1,400000
12.508237,41.679343,0.979197,335.4,350000
12.508237,41.679345,0.998145,335.5,230000
12.508233,41.679348,0.98368,335.9,430000
12.508235,41.679352,0.971826,336.5,330000
12.508235,41.679355,0.979834,337.2,240000
12.508233,41.67936,0.983548,337.4,430000
12.508235,41.679365,0.965959,336.9,330000
12.508233,41.679367,0.973274,336.5,240000
12.508235,41.67937,0.984282,336.1,430000
12.508237,41.679375,0.972822,335.7,330000
12.50824,41.679382,0.977153,335.3,630000
12.508237,41.679383,0.988325,335.2,140000
12.508237,41.679385,0.982755,335.2,200000
12.508238,41.679387,0.989438,335.3,200000
12.508238,41.679387,0.964054,335.5,260000
12.508238,41.679388,0.970047,335.5,200000
12.508238,41.67939,0.989068,335.5,170000
12.508233,41.679393,0.978361,335.4,370000
12.50823,41.679393,0.971332,335.2,160000
12.508228,41.679398,0.982114,335.5,440000
12.508227,41.679403,0.977428,335.1,330000
12.508225,41.679405,0.987074,334.4,370000
12.508218,41.679407,0.982411,333.9,330000
12.508213,41.679408,0.975464,333,440000
12.508213,41.67941,0.980865,332.7,200000
12.508213,41.679413,0.980865,332.3,200000
12.508213,41.679417,0.971371,332,160000
12.508213,41.67942,0.976448,331.5,440000
12.508212,41.67942,0.954553,331.6,340000
12.508208,41.679425,0.975668,331.9,690000
12.508207,41.679427,0.968923,332.4,140000
12.508202,41.679428,0.973352,332.6,330000
12.5082,41.67943,0.969411,332.9,200000
12.508202,41.679433,0.976589,333,170000
12.5082,41.679437,0.97997,333.4,300000
12.508198,41.67944,0.970085,333.6,330000
12.508198,41.679443,0.977504,333.8,200000
12.508197,41.679443,0.96988,333.8,170000
12.508197,41.679445,0.989207,333.9,300000
12.508195,41.67945,0.970619,333.7,330000
12.508195,41.679452,0.983488,333.5,200000
12.508193,41.679455,0.982018,333.4,160000
12.508193,41.679457,0.976195,333.2,270000
12.508192,41.67946,0.965052,333.3,370000
12.50819,41.679462,0.970763,333.4,200000
12.508192,41.679463,0.993234,333.5,160000
12.50819,41.679465,0.966695,333.6,270000
12.508187,41.679467,0.983529,334,360000
12.508185,41.679468,0.988547,334.4,170000
12.508183,41.679468,0.9849,334.8,200000
12.508182,41.679468,0.97049,335.3,270000
12.508182,41.679472,0.981894,335.9,360000
12.508183,41.679473,0.976172,336,170000
12.508182,41.679473,0.956533,335.5,200000
12.508183,41.679475,0.978345,335.1,270000
12.50818,41.679477,0.963942,334.6,370000
12.508178,41.679477,0.968301,334.4,160000
12.508178,41.679478,0.974587,334.2,200000
12.508178,41.67948,0.977942,334.3,270000
12.508175,41.679485,0.972448,0,370000
12.508175,41.679487,0.971724,335.2,160000
12.508177,41.67949,0.980207,335.5,200000
12.508175,41.679492,0.979572,336.5,270000
12.508175,41.679498,0.993807,337.6,330000
12.508173,41.679502,0.98064,338,200000
12.508172,41.679503,0.980865,338.3,370000
12.50817,41.679508,0.982228,337.9,400000
12.508168,41.679513,0.972344,337,340000
12.508172,41.679515,0.979496,336.1,230000
12.508172,41.679518,0.973921,335,440000
12.508168,41.679517,0.993127,334.2,330000
12.508167,41.679515,0.97261,333.3,230000
12.508163,41.679515,0.979358,332.4,200000
12.50816,41.679515,0.970199,331.7,200000
12.508158,41.679517,0.959245,331.3,170000
12.508158,41.67952,0.992571,330.6,360000
12.508158,41.679523,0.96807,330.6,270000
12.508157,41.679525,0.990955,330.4,200000
12.508155,41.679525,0.97881,330.2,160000
12.508153,41.679527,0.980346,330.4,370000
12.508153,41.679528,0.969458,330.5,170000
12.508152,41.679532,0.978452,331.3,430000
12.508148,41.679532,0.988372,332.1,330000
12.508147,41.679533,0.989884,332.6,370000
12.508143,41.679535,0.975354,333.3,330000
12.50814,41.679538,0.957628,333.9,440000
12.50814,41.67954,0.973708,334.3,200000
12.508138,41.679542,0.972514,334.8,210000
12.50814,41.679543,0.975364,335.4,160000
12.508142,41.679548,0.975169,335.9,360000
12.508142,41.679552,0.986937,336.4,200000
12.508142,41.679557,0.982641,337.1,400000
12.508138,41.679562,0.966492,337.8,370000
12.508135,41.679565,0.973457,338.5,330000
12.50813,41.679568,0.962631,338.6,330000
12.508125,41.67957,0.973853,338,440000
12.508125,41.679572,0.988611,337.7,370000
12.50812,41.679575,0.975176,337.4,330000
12.508117,41.679575,0.966475,337.3,200000
12.508115,41.679577,0.972324,337,270000
12.50811,41.679577,0.991822,336.5,330000
12.508107,41.679578,0.987439,336.4,200000
12.508102,41.679578,0.980641,336,170000
12.5081,41.67958,0.972298,335.5,290000
12.508097,41.679583,0.983818,335.3,340000
12.508095,41.679585,0.980061,335.1,200000
12.508093,41.679585,0.984083,334.7,160000
12.508092,41.679587,0.96994,334.4,270000
12.508088,41.679588,0.988619,334.1,370000
12.508088,41.679592,0.980509,333.9,200000
12.508088,41.679595,0.980306,334,160000
12.508087,41.679595,0.995279,333.8,270000
12.508082,41.679595,0.972935,334,360000
12.50808,41.679595,0.974509,334,170000
12.508077,41.679595,0.971323,334.1,200000
12.508075,41.679595,0.970738,334.1,270000
12.508072,41.679595,0.976886,334.2,340000
12.508068,41.679593,0.982778,334.7,210000
12.508067,41.679595,0.975408,335,200000
12.508065,41.679593,0.967713,335.5,260000
12.50806,41.679593,0.965652,336.2,340000
12.508057,41.679593,0.970452,336.3,200000
12.508055,41.679593,0.9915,336.8,200000
12.508053,41.679595,0.975559,337.1,260000
12.508047,41.679598,0.989011,337.3,340000
12.508042,41.679598,0.98358,337.6,200000
12.508043,41.679602,0.981418,337.9,200000
12.50804,41.679602,0.986257,337.9,260000
12.508033,41.6796,0.978555,338,330000
12.50803,41.6796,0.979277,338,200000
12.508025,41.6796,0.971704,338.1,200000
12.508022,41.679602,0.987089,338.3,270000
12.508018,41.679605,0.992653,338.7,330000
12.508017,41.679607,0.973093,338.9,200000
12.508017,41.679607,0.965937,339.4,200000
12.508015,41.679607,0.981975,340.8,270000
12.508013,41.67961,0.957568,342.5,330000
12.508018,41.679613,0.971213,343.6,200000
12.508017,41.679613,0.981856,344.8,200000
12.508025,41.679618,0.98264,346.2,510000
12.508027,41.679622,0.98264,348.4,90000
12.50803,41.679625,0.989443,349.6,200000
12.508032,41.679628,0.989828,350.5,200000
12.508037,41.679632,0.9865,352.2,260000
12.508042,41.679637,0.984975,354.7,340000
12.508045,41.67964,0.993819,356.4,200000
12.508047,41.67964,0.978301,358.9,200000
12.508047,41.679642,0.979306,1.8,260000
12.508048,41.679645,0.970269,5,330000
12.508047,41.679645,0.951444,7.4,200000
12.50805,41.679648,0.970589,11.5,330000
12.508048,41.67965,0.983559,14.1,200000
12.508047,41.67965,0.971401,16.2,200000
12.508047,41.67965,0.970168,19.4,270000
12.508048,41.679655,0.979761,21.8,340000
12.50805,41.679657,1.004272,22.9,200000
12.50805,41.679658,0.978526,23.7,160000
12.50805,41.679658,0.985044,23.9,200000
12.508047,41.679657,0.98887,22,440000
12.508047,41.679657,0.988147,20.6,200000
12.508047,41.679657,0.983585,17.4,170000
12.508045,41.679657,0.978678,13.2,200000
12.508047,41.679658,0.941631,0.2,440000
12.50805,41.679658,0.974202,350.6,330000
12.508055,41.679663,0.985039,342.4,340000
12.508058,41.679668,0.99242,332.9,200000
12.508062,41.679673,0.969755,323.8,260000
12.50806,41.679677,0.997252,316.6,330000
12.508058,41.679678,0.9678,312.5,200000
12.50806,41.679683,0.991746,307.3,200000
12.508062,41.679687,1.00162,303.4,260000
12.508063,41.679692,0.974704,298.6,340000
12.508067,41.679697,0.985381,295.9,320000
12.508065,41.679697,0.976805,293.6,220000
12.508063,41.6797,0.980508,289.1,430000
12.50806,41.679702,0.987428,283.9,340000
12.508058,41.679703,0.975742,274.9,330000
12.508052,41.679703,0.969477,266.9,430000
12.508043,41.679705,0.986115,259.2,330000
12.508037,41.679703,0.978626,253.1,340000
12.50803,41.679702,0.964541,247.8,360000
12.508023,41.679702,0.98968,241.1,430000
12.508017,41.6797,0.950998,237.7,370000
12.50801,41.679693,0.980421,236,330000
12.50801,41.679695,0.975376,234.7,200000
12.508012,41.679697,0.975591,233.4,270000
12.50801,41.679693,0.986066,231.9,330000
12.508008,41.679693,0.996881,230.1,200000
12.508008,41.679693,0.973902,227.1,200000
12.508007,41.679693,0.955785,223.2,270000
12.507998,41.67969,0.973854,217.5,330000
12.507995,41.679687,0.949976,213.8,200000
12.507997,41.67969,0.964076,211.5,170000
12.507998,41.679692,0.979703,207.6,290000
12.507997,41.679692,0.975839,204,340000
12.507997,41.679692,0.974843,201.2,200000
12.507998,41.679693,0.968381,197.6,160000
12.508,41.679693,0.981051,194.2,270000
12.507998,41.679693,0.977459,189.2,370000
12.507998,41.679692,0.984021,185.9,200000
12.508,41.679693,0.981318,183.2,160000
12.508,41.679695,0.974285,180.5,270000
12.508,41.679693,0.97576,178.3,360000
12.507998,41.679693,0.99838,177.2,170000
12.507998,41.679692,0.971115,174.9,200000
12.507998,41.679692,0.98229,171.9,270000
12.507998,41.679692,0.978519,169.3,360000
12.508,41.679692,0.984046,167.3,170000
12.508002,41.679693,0.968898,165,200000
12.508003,41.679693,0.995822,162.4,270000
12.508003,41.679692,0.975885,159.7,360000
12.508003,41.67969,0.97843,158.9,170000
12.508003,41.67969,0.964251,158.7,200000
12.508003,41.679688,0.998249,158.3,260000
12.508007,41.679687,0.975036,158,370000
12.508007,41.679685,0.984392,157.9,170000
12.508007,41.679683,0.961489,157.5,200000
12.508007,41.679682,0.964043,156.6,270000
12.508007,41.679678,0.98467,155,330000
12.508007,41.679678,0.983304,153.5,200000
12.508007,41.679678,0.981549,152.6,200000
12.508008,41.679678,0.943444,151.2,270000
12.508008,41.679678,1.015518,150.6,330000
12.50801,41.679677,1.016147,149.4,210000
12.508013,41.679678,0.982334,148.5,200000
12.508015,41.679678,0.997699,148.5,270000
12.508022,41.679677,0.995167,148.3,330000
